mod,basis,sample,est,payer,toc,outcome,event_time,att,se
773,stdized,all_cohorts,ipw,mdcd,NF,spend_per_capita,0,6.91816614510585,4.97593785520095
773,stdized,all_cohorts,ipw,mdcd,NF,spend_per_capita,1,5.0472251967363,6.69044584016518
773,stdized,all_cohorts,ipw,mdcd,NF,spend_per_capita,2,14.3131083687361,7.92708154683861
773,stdized,all_cohorts,ipw,mdcd,NF,spend_per_capita,3,9.72160564926189,10.4366880402959
773,stdized,all_cohorts,ipw,mdcd,NF,spend_per_capita,4,9.95002156757019,12.1016720286794
774,stdized,all_cohorts,ipw,mdcd,NF,spend_per_vol,-6,-83.6855021216019,59.5866346210568
774,stdized,all_cohorts,ipw,mdcd,NF,spend_per_vol,-5,1011.35074248623,1094.91086785686
774,stdized,all_cohorts,ipw,mdcd,NF,spend_per_vol,-4,-296.331154861832,141.833365243883
774,stdized,all_cohorts,ipw,mdcd,NF,spend_per_vol,-3,-77.2095474812394,225.740243043235
774,stdized,all_cohorts,ipw,mdcd,NF,spend_per_vol,-2,42.3681206037577,94.3871664266825
774,stdized,all_cohorts,ipw,mdcd,NF,spend_per_vol,-1,4.42107978401754,178.682810009557
774,stdized,all_cohorts,ipw,mdcd,NF,spend_per_vol,0,219.821816377621,157.881056172406
774,stdized,all_cohorts,ipw,mdcd,NF,spend_per_vol,1,-37.1284006188344,179.99343257666
774,stdized,all_cohorts,ipw,mdcd,NF,spend_per_vol,2,-93.4060715023142,116.754635445286
774,stdized,all_cohorts,ipw,mdcd,NF,spend_per_vol,3,-14.8360640593314,138.480502093433
774,stdized,all_cohorts,ipw,mdcd,NF,spend_per_vol,4,74.1864320785273,185.216162617536
775,stdized,all_cohorts,ipw,mdcd,NF,vol_per_bene,-6,-1.8876291322768,1.09463917247816
775,stdized,all_cohorts,ipw,mdcd,NF,vol_per_bene,-5,-5.20078077521905,6.10246926642604
775,stdized,all_cohorts,ipw,mdcd,NF,vol_per_bene,-4,-2.19118677335059,6.99427558996157
775,stdized,all_cohorts,ipw,mdcd,NF,vol_per_bene,-3,5.46024593564517,4.51671087241005
775,stdized,all_cohorts,ipw,mdcd,NF,vol_per_bene,-2,-1.9500609828939,2.03436142601084
775,stdized,all_cohorts,ipw,mdcd,NF,vol_per_bene,-1,-2.0358585838427,3.35117875204017
775,stdized,all_cohorts,ipw,mdcd,NF,vol_per_bene,0,-11.7385236570972,5.96830640808278
775,stdized,all_cohorts,ipw,mdcd,NF,vol_per_bene,1,-11.0481486637023,2.74688210982369
775,stdized,all_cohorts,ipw,mdcd,NF,vol_per_bene,2,-7.67167852100309,3.83883968526395
775,stdized,all_cohorts,ipw,mdcd,NF,vol_per_bene,3,-10.9010220662357,5.72044328887628
775,stdized,all_cohorts,ipw,mdcd,NF,vol_per_bene,4,-8.72527041497916,6.53586172037644
776,stdized,all_cohorts,ipw,mdcd,NF,vol_per_capita,-6,-1.73082424113177,0.283338138949642
776,stdized,all_cohorts,ipw,mdcd,NF,vol_per_capita,-5,-0.932159928719023,1.11819381061267
776,stdized,all_cohorts,ipw,mdcd,NF,vol_per_capita,-4,-0.545774702460235,1.18372938271515
776,stdized,all_cohorts,ipw,mdcd,NF,vol_per_capita,-3,1.2068097750315,0.737035373202924
776,stdized,all_cohorts,ipw,mdcd,NF,vol_per_capita,-2,-0.545531274600824,0.394537909474369
776,stdized,all_cohorts,ipw,mdcd,NF,vol_per_capita,-1,-0.439555571521799,0.448200122614009
776,stdized,all_cohorts,ipw,mdcd,NF,vol_per_capita,0,0.398785967815235,0.280698466336688
776,stdized,all_cohorts,ipw,mdcd,NF,vol_per_capita,1,0.599921251961428,0.503696854586916
776,stdized,all_cohorts,ipw,mdcd,NF,vol_per_capita,2,1.53533127285248,0.64952924874345
776,stdized,all_cohorts,ipw,mdcd,NF,vol_per_capita,3,1.43678858799967,0.799552729512056
776,stdized,all_cohorts,ipw,mdcd,NF,vol_per_capita,4,1.3259155383207,1.08480170998859
777,stdized,all_cohorts,ipw,mdcd,RX,spend_per_bene,-6,14.4861276884919,11.2562243529605
777,stdized,all_cohorts,ipw,mdcd,RX,spend_per_bene,-5,-16.7478146250399,58.851906218413
777,stdized,all_cohorts,ipw,mdcd,RX,spend_per_bene,-4,-2.1703124193469,74.4978095726255
777,stdized,all_cohorts,ipw,mdcd,RX,spend_per_bene,-3,-6.94864181029827,21.2642975009024
777,stdized,all_cohorts,ipw,mdcd,RX,spend_per_bene,-2,-22.1848960872826,17.5555688864192
777,stdized,all_cohorts,ipw,mdcd,RX,spend_per_bene,-1,-17.9042246057254,24.6816207222654
777,stdized,all_cohorts,ipw,mdcd,RX,spend_per_bene,0,4.85785647561689,25.7983710597736
777,stdized,all_cohorts,ipw,mdcd,RX,spend_per_bene,1,-20.6392705564104,38.6302700895394
777,stdized,all_cohorts,ipw,mdcd,RX,spend_per_bene,2,-12.0969859024141,39.3554694166461
777,stdized,all_cohorts,ipw,mdcd,RX,spend_per_bene,3,-45.3025386951717,56.6322790661461
777,stdized,all_cohorts,ipw,mdcd,RX,spend_per_bene,4,-28.7957260265065,63.1290772246527
778,stdized,all_cohorts,ipw,mdcd,RX,spend_per_capita,-6,-4.62302281643329,2.44286194251896
778,stdized,all_cohorts,ipw,mdcd,RX,spend_per_capita,-5,4.52188611644542,12.0580552793395
778,stdized,all_cohorts,ipw,mdcd,RX,spend_per_capita,-4,-5.39784333866928,19.6124137742605
778,stdized,all_cohorts,ipw,mdcd,RX,spend_per_capita,-3,0.0138029121660708,3.73132163480953
778,stdized,all_cohorts,ipw,mdcd,RX,spend_per_capita,-2,-6.57882438645061,3.61130794467214
778,stdized,all_cohorts,ipw,mdcd,RX,spend_per_capita,-1,-0.417015025927571,4.03679488506101
778,stdized,all_cohorts,ipw,mdcd,RX,spend_per_capita,0,16.5162490744183,4.23610692078687
778,stdized,all_cohorts,ipw,mdcd,RX,spend_per_capita,1,19.342427037395,6.23429042097525
778,stdized,all_cohorts,ipw,mdcd,RX,spend_per_capita,2,22.3552952261735,6.50359278596412
778,stdized,all_cohorts,ipw,mdcd,RX,spend_per_capita,3,16.3145224367722,9.53873793723524
778,stdized,all_cohorts,ipw,mdcd,RX,spend_per_capita,4,20.8592754171473,11.308794054269
779,stdized,all_cohorts,ipw,mdcd,RX,spend_per_vol,-6,-1.05608732544533,0.210751975612545
779,stdized,all_cohorts,ipw,mdcd,RX,spend_per_vol,-5,-0.2659916227816,0.454282524655038
779,stdized,all_cohorts,ipw,mdcd,RX,spend_per_vol,-4,-0.0992473119464448,0.530723511238037
779,stdized,all_cohorts,ipw,mdcd,RX,spend_per_vol,-3,0.0393966502409719,0.333157912070345
779,stdized,all_cohorts,ipw,mdcd,RX,spend_per_vol,-2,0.110473854640623,0.60578520079725
779,stdized,all_cohorts,ipw,mdcd,RX,spend_per_vol,-1,-0.0177444742215812,0.927958093752363
779,stdized,all_cohorts,ipw,mdcd,RX,spend_per_vol,0,2.66484489609643,2.36993712299029
779,stdized,all_cohorts,ipw,mdcd,RX,spend_per_vol,1,3.20981313304895,1.10594359359771
779,stdized,all_cohorts,ipw,mdcd,RX,spend_per_vol,2,3.13981690588221,1.54896308364442
779,stdized,all_cohorts,ipw,mdcd,RX,spend_per_vol,3,3.26926325438259,1.67904128927369
779,stdized,all_cohorts,ipw,mdcd,RX,spend_per_vol,4,3.28808052317996,1.95180190319535
780,stdized,all_cohorts,ipw,mdcd,RX,vol_per_bene,-6,216.764804051524,140.538588673581
780,stdized,all_cohorts,ipw,mdcd,RX,vol_per_bene,-5,-134.743033663284,702.933883138268
780,stdized,all_cohorts,ipw,mdcd,RX,vol_per_bene,-4,-33.9311726860627,943.636495113577
780,stdized,all_cohorts,ipw,mdcd,RX,vol_per_bene,-3,-108.038139889664,274.704422764164
780,stdized,all_cohorts,ipw,mdcd,RX,vol_per_bene,-2,-338.784593393986,204.834976052885
780,stdized,all_cohorts,ipw,mdcd,RX,vol_per_bene,-1,-253.255870878142,347.096824240613
780,stdized,all_cohorts,ipw,mdcd,RX,vol_per_bene,0,-165.372289646714,439.91439918238
780,stdized,all_cohorts,ipw,mdcd,RX,vol_per_bene,1,-638.221334991682,555.819549740293
780,stdized,all_cohorts,ipw,mdcd,RX,vol_per_bene,2,-537.009922711819,631.540347598395
780,stdized,all_cohorts,ipw,mdcd,RX,vol_per_bene,3,-958.372383170038,699.592496068999
780,stdized,all_cohorts,ipw,mdcd,RX,vol_per_bene,4,-688.980741413333,929.456086269202
781,stdized,all_cohorts,ipw,mdcd,RX,vol_per_capita,-6,-54.1914545588147,33.0874228790814
781,stdized,all_cohorts,ipw,mdcd,RX,vol_per_capita,-5,60.2197847772328,140.816841577846
781,stdized,all_cohorts,ipw,mdcd,RX,vol_per_capita,-4,-68.163951465995,235.914393297917
781,stdized,all_cohorts,ipw,mdcd,RX,vol_per_capita,-3,-4.15859029576681,43.8229492818443
781,stdized,all_cohorts,ipw,mdcd,RX,vol_per_capita,-2,-93.5565167893928,38.645231387067
781,stdized,all_cohorts,ipw,mdcd,RX,vol_per_capita,-1,-14.3105632794834,53.777923046
781,stdized,all_cohorts,ipw,mdcd,RX,vol_per_capita,0,168.336633663134,57.0221034039062
781,stdized,all_cohorts,ipw,mdcd,RX,vol_per_capita,1,171.007216307201,75.6623342011462
781,stdized,all_cohorts,ipw,mdcd,RX,vol_per_capita,2,212.129179653761,98.6939019093283
781,stdized,all_cohorts,ipw,mdcd,RX,vol_per_capita,3,141.509105039651,114.49784850777
781,stdized,all_cohorts,ipw,mdcd,RX,vol_per_capita,4,182.563758084398,143.68313883787
782,stdized,all_cohorts,ipw,mdcd,Total,spend_per_bene,-6,266.765049205554,121.390079163376
782,stdized,all_cohorts,ipw,mdcd,Total,spend_per_bene,-5,-450.711233980818,430.606406559761
782,stdized,all_cohorts,ipw,mdcd,Total,spend_per_bene,-4,171.989261963028,435.314953209636
782,stdized,all_cohorts,ipw,mdcd,Total,spend_per_bene,-3,90.0117947012338,236.926665858358
782,stdized,all_cohorts,ipw,mdcd,Total,spend_per_bene,-2,150.101984625092,131.590238481016
782,stdized,all_cohorts,ipw,mdcd,Total,spend_per_bene,-1,-40.4384064013095,129.02129492321
782,stdized,all_cohorts,ipw,mdcd,Total,spend_per_bene,0,-32.3032908361972,189.601887994462
782,stdized,all_cohorts,ipw,mdcd,Total,spend_per_bene,1,-52.2404168513134,118.452115680405
782,stdized,all_cohorts,ipw,mdcd,Total,spend_per_bene,2,-44.4480852299288,140.713940171087
782,stdized,all_cohorts,ipw,mdcd,Total,spend_per_bene,3,-216.7676201423,146.699214862339
782,stdized,all_cohorts,ipw,mdcd,Total,spend_per_bene,4,-177.061243186426,176.163480195186
783,stdized,all_cohorts,ipw,mdcd,Total,spend_per_capita,-6,-24.6778463732737,15.6422538054325
783,stdized,all_cohorts,ipw,mdcd,Total,spend_per_capita,-5,-30.3425662130083,104.952971586823
783,stdized,all_cohorts,ipw,mdcd,Total,spend_per_capita,-4,2.7049468249827,73.8682544700388
783,stdized,all_cohorts,ipw,mdcd,Total,spend_per_capita,-3,26.705694522406,41.0961605492057
783,stdized,all_cohorts,ipw,mdcd,Total,spend_per_capita,-2,1.33396678957524,19.7823207952583
783,stdized,all_cohorts,ipw,mdcd,Total,spend_per_capita,-1,15.1023557068349,14.4121834829086
783,stdized,all_cohorts,ipw,mdcd,Total,spend_per_capita,0,174.213065019378,27.0773889489294
783,stdized,all_cohorts,ipw,mdcd,Total,spend_per_capita,1,232.145042148751,33.6141418489856
783,stdized,all_cohorts,ipw,mdcd,Total,spend_per_capita,2,257.179226894692,36.3254831153863
783,stdized,all_cohorts,ipw,mdcd,Total,spend_per_capita,3,236.239627509225,39.0428297355314
783,stdized,all_cohorts,ipw,mdcd,Total,spend_per_capita,4,246.002138081464,47.3835898406879
784,stdized,all_cohorts,ipw,mdcd,Total,spend_per_vol,-6,-2.49878131851648,2.55374955165461
784,stdized,all_cohorts,ipw,mdcd,Total,spend_per_vol,-5,4.53110735265735,6.82877652088928
784,stdized,all_cohorts,ipw,mdcd,Total,spend_per_vol,-4,7.17257389723835,10.3882763059139
784,stdized,all_cohorts,ipw,mdcd,Total,spend_per_vol,-3,4.10771684676943,5.10668645426814
784,stdized,all_cohorts,ipw,mdcd,Total,spend_per_vol,-2,2.75057504038717,6.06838533208042
784,stdized,all_cohorts,ipw,mdcd,Total,spend_per_vol,-1,-3.86733598140409,7.74718457488
784,stdized,all_cohorts,ipw,mdcd,Total,spend_per_vol,0,-2.38883108240432,8.55500004767871
784,stdized,all_cohorts,ipw,mdcd,Total,spend_per_vol,1,-2.2463010553554,8.95940089618027
784,stdized,all_cohorts,ipw,mdcd,Total,spend_per_vol,2,-0.653428305772844,9.69399967420794
784,stdized,all_cohorts,ipw,mdcd,Total,spend_per_vol,3,5.50272294956496,9.11817609502292
784,stdized,all_cohorts,ipw,mdcd,Total,spend_per_vol,4,1.98229490749531,10.8199869653804
785,stdized,all_cohorts,ipw,mdcd,Total,vol_per_bene,-6,652.652498732311,292.748526543506
785,stdized,all_cohorts,ipw,mdcd,Total,vol_per_bene,-5,-1392.46807710846,937.315860710557
785,stdized,all_cohorts,ipw,mdcd,Total,vol_per_bene,-4,19.8409824225757,1399.58833115287
785,stdized,all_cohorts,ipw,mdcd,Total,vol_per_bene,-3,210.642377945199,666.440053076028
785,stdized,all_cohorts,ipw,mdcd,Total,vol_per_bene,-2,406.568329836787,617.470743563912
785,stdized,all_cohorts,ipw,mdcd,Total,vol_per_bene,-1,-133.382184755464,604.903236383355
785,stdized,all_cohorts,ipw,mdcd,Total,vol_per_bene,0,53.2442523645046,815.495102685716
785,stdized,all_cohorts,ipw,mdcd,Total,vol_per_bene,1,-336.214811866566,716.405198344688
785,stdized,all_cohorts,ipw,mdcd,Total,vol_per_bene,2,-412.858903802456,895.53152739308
785,stdized,all_cohorts,ipw,mdcd,Total,vol_per_bene,3,-1308.01575889992,999.621216432832
785,stdized,all_cohorts,ipw,mdcd,Total,vol_per_bene,4,-922.332084533276,1162.50389306867
786,stdized,all_cohorts,ipw,mdcd,Total,vol_per_capita,-6,-183.014363472964,50.6713759937235
786,stdized,all_cohorts,ipw,mdcd,Total,vol_per_capita,-5,-92.3993248688321,168.703569156553
786,stdized,all_cohorts,ipw,mdcd,Total,vol_per_capita,-4,-92.7419424045234,233.595926191514
786,stdized,all_cohorts,ipw,mdcd,Total,vol_per_capita,-3,58.8515945931266,108.346514725649
786,stdized,all_cohorts,ipw,mdcd,Total,vol_per_capita,-2,-36.9546890634567,80.0259508089376
786,stdized,all_cohorts,ipw,mdcd,Total,vol_per_capita,-1,66.2470059547379,78.5717930272342
786,stdized,all_cohorts,ipw,mdcd,Total,vol_per_capita,0,559.971819181811,88.5817175694729
786,stdized,all_cohorts,ipw,mdcd,Total,vol_per_capita,1,712.989474432747,111.302417757479
786,stdized,all_cohorts,ipw,mdcd,Total,vol_per_capita,2,753.387309489959,157.944915718714
786,stdized,all_cohorts,ipw,mdcd,Total,vol_per_capita,3,653.726547943393,179.1488575191
786,stdized,all_cohorts,ipw,mdcd,Total,vol_per_capita,4,699.895912673954,230.035610572556
787,stdized,all_cohorts,ipw,mdcr,AM,spend_per_bene,-6,-3.77515614250154,10.7029982450231
787,stdized,all_cohorts,ipw,mdcr,AM,spend_per_bene,-5,-25.8248500205615,34.3953347918575
787,stdized,all_cohorts,ipw,mdcr,AM,spend_per_bene,-4,3.20786234772163,26.3836649348116
787,stdized,all_cohorts,ipw,mdcr,AM,spend_per_bene,-3,-9.98750391549113,12.9543237540089
787,stdized,all_cohorts,ipw,mdcr,AM,spend_per_bene,-2,3.59894199517742,16.4072115590422
787,stdized,all_cohorts,ipw,mdcr,AM,spend_per_bene,-1,-6.6432303044803,17.4051687183318
787,stdized,all_cohorts,ipw,mdcr,AM,spend_per_bene,0,7.88142738942096,19.4975101224103
787,stdized,all_cohorts,ipw,mdcr,AM,spend_per_bene,1,-7.35384169720067,22.8235552354766
787,stdized,all_cohorts,ipw,mdcr,AM,spend_per_bene,2,-16.2785032164213,26.6501596464581
787,stdized,all_cohorts,ipw,mdcr,AM,spend_per_bene,3,-79.4628858000216,27.2393111737433
787,stdized,all_cohorts,ipw,mdcr,AM,spend_per_bene,4,-92.8752854828567,35.7623839093411
788,stdized,all_cohorts,ipw,mdcr,AM,spend_per_capita,-6,-8.14034287970728,4.46893193515115
788,stdized,all_cohorts,ipw,mdcr,AM,spend_per_capita,-5,4.67365762341709,7.94969643521416
788,stdized,all_cohorts,ipw,mdcr,AM,spend_per_capita,-4,-12.6159085140695,5.93480138196391
788,stdized,all_cohorts,ipw,mdcr,AM,spend_per_capita,-3,6.50678896579764,5.45176905699917
788,stdized,all_cohorts,ipw,mdcr,AM,spend_per_capita,-2,1.85334350737161,4.39928454438344
788,stdized,all_cohorts,ipw,mdcr,AM,spend_per_capita,-1,-11.2982420931801,11.1834379931407
788,stdized,all_cohorts,ipw,mdcr,AM,spend_per_capita,0,10.7009322682476,19.5939836987153
788,stdized,all_cohorts,ipw,mdcr,AM,spend_per_capita,1,-5.88485188955936,7.97444727991718
788,stdized,all_cohorts,ipw,mdcr,AM,spend_per_capita,2,-5.4715412447596,11.2872166964018
788,stdized,all_cohorts,ipw,mdcr,AM,spend_per_capita,3,-17.6866681192489,14.5844757701678
788,stdized,all_cohorts,ipw,mdcr,AM,spend_per_capita,4,-20.9888265262228,18.2734977767647
789,stdized,all_cohorts,ipw,mdcr,AM,spend_per_vol,-6,0.813862601951126,0.446025541671263
789,stdized,all_cohorts,ipw,mdcr,AM,spend_per_vol,-5,-0.699029592726356,0.833303693274212
789,stdized,all_cohorts,ipw,mdcr,AM,spend_per_vol,-4,-0.335724856139443,0.971776879797032
789,stdized,all_cohorts,ipw,mdcr,AM,spend_per_vol,-3,-0.245101191914354,0.45864785034363
789,stdized,all_cohorts,ipw,mdcr,AM,spend_per_vol,-2,-0.70115095454687,0.457414807412698
789,stdized,all_cohorts,ipw,mdcr,AM,spend_per_vol,-1,-0.603528530182736,0.564564446945283
789,stdized,all_cohorts,ipw,mdcr,AM,spend_per_vol,0,0.229891186266198,0.566863892730079
789,stdized,all_cohorts,ipw,mdcr,AM,spend_per_vol,1,0.625202937027635,0.676991541882097
789,stdized,all_cohorts,ipw,mdcr,AM,spend_per_vol,2,0.163058440898189,0.702519684205873
789,stdized,all_cohorts,ipw,mdcr,AM,spend_per_vol,3,0.180491854730258,1.47264743862659
789,stdized,all_cohorts,ipw,mdcr,AM,spend_per_vol,4,-1.47385424656232,1.70960833377134
790,stdized,all_cohorts,ipw,mdcr,AM,vol_per_bene,-6,-100.729872743369,57.9681317965908
790,stdized,all_cohorts,ipw,mdcr,AM,vol_per_bene,-5,-54.8498795832866,83.8620972416757
790,stdized,all_cohorts,ipw,mdcr,AM,vol_per_bene,-4,46.7500422111768,115.81439504304
790,stdized,all_cohorts,ipw,mdcr,AM,vol_per_bene,-3,-31.2246043516285,64.4648891683765
790,stdized,all_cohorts,ipw,mdcr,AM,vol_per_bene,-2,50.9032846560678,73.8967757513471
790,stdized,all_cohorts,ipw,mdcr,AM,vol_per_bene,-1,-12.3494791738472,67.2072299876323
790,stdized,all_cohorts,ipw,mdcr,AM,vol_per_bene,0,1.77361538346594,98.2889089129178
790,stdized,all_cohorts,ipw,mdcr,AM,vol_per_bene,1,-91.0919888562997,103.702674813546
790,stdized,all_cohorts,ipw,mdcr,AM,vol_per_bene,2,-98.9782756581138,123.5703110028
790,stdized,all_cohorts,ipw,mdcr,AM,vol_per_bene,3,-331.210128976709,147.679387752706
790,stdized,all_cohorts,ipw,mdcr,AM,vol_per_bene,4,-304.392149775418,159.249925253041
791,stdized,all_cohorts,ipw,mdcr,AM,vol_per_capita,-6,-44.9007596671537,17.6302551804971
791,stdized,all_cohorts,ipw,mdcr,AM,vol_per_capita,-5,25.4173447584922,23.1711507156049
791,stdized,all_cohorts,ipw,mdcr,AM,vol_per_capita,-4,-47.349515186939,24.8699758383589
791,stdized,all_cohorts,ipw,mdcr,AM,vol_per_capita,-3,28.7743149490091,24.800033953092
791,stdized,all_cohorts,ipw,mdcr,AM,vol_per_capita,-2,13.9027140896313,16.6347177715063
791,stdized,all_cohorts,ipw,mdcr,AM,vol_per_capita,-1,-42.0159785733675,42.9289293174579
791,stdized,all_cohorts,ipw,mdcr,AM,vol_per_capita,0,40.8266824163407,85.6576492620306
791,stdized,all_cohorts,ipw,mdcr,AM,vol_per_capita,1,-34.174722260547,29.1420610183274
791,stdized,all_cohorts,ipw,mdcr,AM,vol_per_capita,2,-29.907532539614,44.4608319292433
791,stdized,all_cohorts,ipw,mdcr,AM,vol_per_capita,3,-75.0979658416036,56.2091403412566
791,stdized,all_cohorts,ipw,mdcr,AM,vol_per_capita,4,-79.0310224602982,64.2313172840197
792,stdized,all_cohorts,ipw,mdcr,ED,spend_per_bene,-6,-1.62572255970995,0.597437687912825
792,stdized,all_cohorts,ipw,mdcr,ED,spend_per_bene,-5,0.510159705647464,2.9553468990128
792,stdized,all_cohorts,ipw,mdcr,ED,spend_per_bene,-4,2.15748629026734,2.49259145271623
792,stdized,all_cohorts,ipw,mdcr,ED,spend_per_bene,-3,-0.616566369004264,1.5490890470657
792,stdized,all_cohorts,ipw,mdcr,ED,spend_per_bene,-2,-0.148461868294715,1.44799247862398
792,stdized,all_cohorts,ipw,mdcr,ED,spend_per_bene,-1,-0.830802835010029,1.30948424458984
792,stdized,all_cohorts,ipw,mdcr,ED,spend_per_bene,0,0.657588752804354,2.35901508412576
792,stdized,all_cohorts,ipw,mdcr,ED,spend_per_bene,1,0.614834791021827,3.52529643543484
792,stdized,all_cohorts,ipw,mdcr,ED,spend_per_bene,2,2.27814447756269,6.19148518763971
792,stdized,all_cohorts,ipw,mdcr,ED,spend_per_bene,3,-3.79916612811441,6.52766529186384
792,stdized,all_cohorts,ipw,mdcr,ED,spend_per_bene,4,-7.54550982676659,10.4147677869546
793,stdized,all_cohorts,ipw,mdcr,ED,spend_per_capita,-6,-0.886273224029002,0.330236117090044
793,stdized,all_cohorts,ipw,mdcr,ED,spend_per_capita,-5,0.9339707662445,0.968243069725621
793,stdized,all_cohorts,ipw,mdcr,ED,spend_per_capita,-4,-0.573517860629132,0.468235418505571
793,stdized,all_cohorts,ipw,mdcr,ED,spend_per_capita,-3,0.637637917886528,0.409606979012641
793,stdized,all_cohorts,ipw,mdcr,ED,spend_per_capita,-2,0.0779817140567361,0.35249663119045
793,stdized,all_cohorts,ipw,mdcr,ED,spend_per_capita,-1,-1.14127430555862,0.952761348982384
793,stdized,all_cohorts,ipw,mdcr,ED,spend_per_capita,0,1.04211183576419,1.77609048410003
793,stdized,all_cohorts,ipw,mdcr,ED,spend_per_capita,1,-0.357570949856672,0.976613965842692
793,stdized,all_cohorts,ipw,mdcr,ED,spend_per_capita,2,0.309884308845594,1.39788746823693
793,stdized,all_cohorts,ipw,mdcr,ED,spend_per_capita,3,-1.06623893035872,2.12928680781324
793,stdized,all_cohorts,ipw,mdcr,ED,spend_per_capita,4,-2.03658675223542,3.37618155021874
794,stdized,all_cohorts,ipw,mdcr,ED,spend_per_vol,-6,2.36314499860164,0.66757523655894
794,stdized,all_cohorts,ipw,mdcr,ED,spend_per_vol,-5,1.45628235425257,2.95426186682105
794,stdized,all_cohorts,ipw,mdcr,ED,spend_per_vol,-4,2.35752067851867,1.23308678551186
794,stdized,all_cohorts,ipw,mdcr,ED,spend_per_vol,-3,0.879586331947022,0.833734784195547
794,stdized,all_cohorts,ipw,mdcr,ED,spend_per_vol,-2,1.10910420694497,1.18258652499891
794,stdized,all_cohorts,ipw,mdcr,ED,spend_per_vol,-1,1.33976138647414,1.0017408703817
794,stdized,all_cohorts,ipw,mdcr,ED,spend_per_vol,0,0.691626982571655,1.57940515411549
794,stdized,all_cohorts,ipw,mdcr,ED,spend_per_vol,1,1.81802451421563,1.26482040354453
794,stdized,all_cohorts,ipw,mdcr,ED,spend_per_vol,2,1.96143369559986,1.43203249337604
794,stdized,all_cohorts,ipw,mdcr,ED,spend_per_vol,3,1.93261985301192,2.03023412342668
794,stdized,all_cohorts,ipw,mdcr,ED,spend_per_vol,4,3.23652895860878,2.83237999566779
795,stdized,all_cohorts,ipw,mdcr,ED,vol_per_bene,-6,-6.78596245549108,1.14984747817144
795,stdized,all_cohorts,ipw,mdcr,ED,vol_per_bene,-5,-0.38968433507014,4.42166550069722
795,stdized,all_cohorts,ipw,mdcr,ED,vol_per_bene,-4,0.789628880227397,4.31451799979054
795,stdized,all_cohorts,ipw,mdcr,ED,vol_per_bene,-3,-2.30086985045172,2.59662198325796
795,stdized,all_cohorts,ipw,mdcr,ED,vol_per_bene,-2,-1.99496352615084,2.72675867374569
795,stdized,all_cohorts,ipw,mdcr,ED,vol_per_bene,-1,-3.00166384475453,2.37793299523874
795,stdized,all_cohorts,ipw,mdcr,ED,vol_per_bene,0,0.161156465933205,3.39478172461276
795,stdized,all_cohorts,ipw,mdcr,ED,vol_per_bene,1,-1.78710981016399,5.29223768104343
795,stdized,all_cohorts,ipw,mdcr,ED,vol_per_bene,2,-0.870169510305625,8.34777504969337
795,stdized,all_cohorts,ipw,mdcr,ED,vol_per_bene,3,-11.0874424144416,7.81037939215853
795,stdized,all_cohorts,ipw,mdcr,ED,vol_per_bene,4,-19.7978549653869,11.5497512850692
796,stdized,all_cohorts,ipw,mdcr,ED,vol_per_capita,-6,-2.06958426311622,0.584626989317044
796,stdized,all_cohorts,ipw,mdcr,ED,vol_per_capita,-5,1.3715474523438,1.22463414410175
796,stdized,all_cohorts,ipw,mdcr,ED,vol_per_capita,-4,-1.60613879225705,0.720504982648772
796,stdized,all_cohorts,ipw,mdcr,ED,vol_per_capita,-3,0.896366496861026,0.886966500909653
796,stdized,all_cohorts,ipw,mdcr,ED,vol_per_capita,-2,-0.160633394797969,0.659194326774694
796,stdized,all_cohorts,ipw,mdcr,ED,vol_per_capita,-1,-2.11947080379003,1.38593727198281
796,stdized,all_cohorts,ipw,mdcr,ED,vol_per_capita,0,1.43466932311366,3.18853659119383
796,stdized,all_cohorts,ipw,mdcr,ED,vol_per_capita,1,-1.17222732960947,1.40623434916565
796,stdized,all_cohorts,ipw,mdcr,ED,vol_per_capita,2,-0.506080645598464,1.88203252792026
796,stdized,all_cohorts,ipw,mdcr,ED,vol_per_capita,3,-2.88940994824109,2.88594457267924
796,stdized,all_cohorts,ipw,mdcr,ED,vol_per_capita,4,-5.09356058002823,4.3178411750059
797,stdized,all_cohorts,ipw,mdcr,IP,spend_per_bene,-6,-71.4575980990273,11.9836498275227
797,stdized,all_cohorts,ipw,mdcr,IP,spend_per_bene,-5,12.8039367160434,51.4140151994565
797,stdized,all_cohorts,ipw,mdcr,IP,spend_per_bene,-4,12.2930556946172,49.757754728671
797,stdized,all_cohorts,ipw,mdcr,IP,spend_per_bene,-3,-23.6577009174826,24.8018697832097
797,stdized,all_cohorts,ipw,mdcr,IP,spend_per_bene,-2,-12.5393522566963,19.0671115717367
797,stdized,all_cohorts,ipw,mdcr,IP,spend_per_bene,-1,-26.1027792814733,18.0343700166995
797,stdized,all_cohorts,ipw,mdcr,IP,spend_per_bene,0,-3.95037203379961,22.5507727652097
797,stdized,all_cohorts,ipw,mdcr,IP,spend_per_bene,1,-5.11608326653564,32.1126843665436
797,stdized,all_cohorts,ipw,mdcr,IP,spend_per_bene,2,-7.5118990155458,37.1452008865242
797,stdized,all_cohorts,ipw,mdcr,IP,spend_per_bene,3,-65.5389485805367,37.2876640506463
797,stdized,all_cohorts,ipw,mdcr,IP,spend_per_bene,4,-125.541812969951,55.1914936752997
798,stdized,all_cohorts,ipw,mdcr,IP,spend_per_capita,-6,-15.8734276393871,4.12504548101658
