mod,basis,sample,est,payer,toc,outcome,event_time,att,se
72,allages,all_cohorts,dr,oop,NF,vol_per_capita,-5,20.7368523615287,22.5924318356641
72,allages,all_cohorts,dr,oop,NF,vol_per_capita,-4,8.45444012705197,4.22063770852964
72,allages,all_cohorts,dr,oop,NF,vol_per_capita,-3,-8.85212127424878,4.84223327518136
72,allages,all_cohorts,dr,oop,NF,vol_per_capita,-2,-0.989897207157096,3.30775016407376
72,allages,all_cohorts,dr,oop,NF,vol_per_capita,-1,2.21503423112631,5.91958034175867
72,allages,all_cohorts,dr,oop,NF,vol_per_capita,0,11.1786558756762,4.10304077972655
72,allages,all_cohorts,dr,oop,NF,vol_per_capita,1,26.5167747716029,6.86160804725418
72,allages,all_cohorts,dr,oop,NF,vol_per_capita,2,32.2784188823614,9.17431856719652
72,allages,all_cohorts,dr,oop,NF,vol_per_capita,3,39.4593380352532,10.0818674475916
72,allages,all_cohorts,dr,oop,NF,vol_per_capita,4,32.0325408157786,10.4541248325192
73,allages,all_cohorts,dr,oop,RX,spend_per_capita,-6,-20.3525020079216,4.55947861348073
73,allages,all_cohorts,dr,oop,RX,spend_per_capita,-5,-11.2697989350226,13.7164767959824
73,allages,all_cohorts,dr,oop,RX,spend_per_capita,-4,1.84058114043578,9.67146273860466
73,allages,all_cohorts,dr,oop,RX,spend_per_capita,-3,-3.47946373193122,5.09356900800548
73,allages,all_cohorts,dr,oop,RX,spend_per_capita,-2,-2.45446982003414,6.55344735778167
73,allages,all_cohorts,dr,oop,RX,spend_per_capita,-1,6.16778203091509,4.63734492967629
73,allages,all_cohorts,dr,oop,RX,spend_per_capita,0,-8.8332246030278,4.21601674213336
73,allages,all_cohorts,dr,oop,RX,spend_per_capita,1,-7.76362492812654,7.31480282417162
73,allages,all_cohorts,dr,oop,RX,spend_per_capita,2,0.312543569303213,9.53350451042272
73,allages,all_cohorts,dr,oop,RX,spend_per_capita,3,0.965514649403568,13.0121578946636
73,allages,all_cohorts,dr,oop,RX,spend_per_capita,4,4.75830422612722,17.1742203267628
74,allages,all_cohorts,dr,oop,RX,spend_per_vol,-6,0.0328579762996491,0.0347887271367961
74,allages,all_cohorts,dr,oop,RX,spend_per_vol,-5,-0.139962818491543,0.0892783310207433
74,allages,all_cohorts,dr,oop,RX,spend_per_vol,-4,0.100792642628123,0.102023786153902
74,allages,all_cohorts,dr,oop,RX,spend_per_vol,-3,-0.15822415691087,0.0848452413221652
74,allages,all_cohorts,dr,oop,RX,spend_per_vol,-2,-0.120459670679773,0.0751436079390445
74,allages,all_cohorts,dr,oop,RX,spend_per_vol,-1,-0.106170596779289,0.0486439781383844
74,allages,all_cohorts,dr,oop,RX,spend_per_vol,0,-0.217280354767972,0.0926444033024363
74,allages,all_cohorts,dr,oop,RX,spend_per_vol,1,-0.478296062701178,0.11615616831916
74,allages,all_cohorts,dr,oop,RX,spend_per_vol,2,-0.519988297706256,0.0931586027575
74,allages,all_cohorts,dr,oop,RX,spend_per_vol,3,-0.409458220080025,0.121522841699349
74,allages,all_cohorts,dr,oop,RX,spend_per_vol,4,-0.441361699173491,0.167119731349981
75,allages,all_cohorts,dr,oop,RX,vol_per_capita,-6,-1184.49550458622,302.825056725214
75,allages,all_cohorts,dr,oop,RX,vol_per_capita,-5,-630.810803432482,869.418032557286
75,allages,all_cohorts,dr,oop,RX,vol_per_capita,-4,65.7769452941323,646.279707966056
75,allages,all_cohorts,dr,oop,RX,vol_per_capita,-3,-76.4438310975428,327.813704345796
75,allages,all_cohorts,dr,oop,RX,vol_per_capita,-2,-73.7596931686049,476.1440341903
75,allages,all_cohorts,dr,oop,RX,vol_per_capita,-1,669.578440983765,396.83185351335
75,allages,all_cohorts,dr,oop,RX,vol_per_capita,0,-375.751805534395,431.129162545822
75,allages,all_cohorts,dr,oop,RX,vol_per_capita,1,112.335686316948,619.266704441699
75,allages,all_cohorts,dr,oop,RX,vol_per_capita,2,798.672659590461,734.617366413716
75,allages,all_cohorts,dr,oop,RX,vol_per_capita,3,677.550422445644,1023.94614691162
75,allages,all_cohorts,dr,oop,RX,vol_per_capita,4,999.14119065286,1333.97225602606
76,allages,all_cohorts,dr,oop,Total,spend_per_capita,-6,-58.5351691147464,11.5077614317217
76,allages,all_cohorts,dr,oop,Total,spend_per_capita,-5,1.00037552502381,36.4436365305541
76,allages,all_cohorts,dr,oop,Total,spend_per_capita,-4,7.03005483764035,25.321371629525
76,allages,all_cohorts,dr,oop,Total,spend_per_capita,-3,-13.8220560527523,15.1905316608838
76,allages,all_cohorts,dr,oop,Total,spend_per_capita,-2,-6.80280983184695,19.6168907309107
76,allages,all_cohorts,dr,oop,Total,spend_per_capita,-1,21.8555814811048,14.6039680765934
76,allages,all_cohorts,dr,oop,Total,spend_per_capita,0,-28.9839013109964,14.3146695115422
76,allages,all_cohorts,dr,oop,Total,spend_per_capita,1,-34.4708811144269,19.7801540644009
76,allages,all_cohorts,dr,oop,Total,spend_per_capita,2,-11.742295923586,23.8348035300973
76,allages,all_cohorts,dr,oop,Total,spend_per_capita,3,-8.67120915932803,33.2237864285973
76,allages,all_cohorts,dr,oop,Total,spend_per_capita,4,-14.2407590228661,44.3083956999816
77,allages,all_cohorts,dr,oop,Total,spend_per_vol,-6,-0.649797507052867,0.268945796595417
77,allages,all_cohorts,dr,oop,Total,spend_per_vol,-5,0.405091140040664,1.34149350136291
77,allages,all_cohorts,dr,oop,Total,spend_per_vol,-4,-0.301912122651755,0.882348806657127
77,allages,all_cohorts,dr,oop,Total,spend_per_vol,-3,0.200959892393018,0.664894284204926
77,allages,all_cohorts,dr,oop,Total,spend_per_vol,-2,-0.120585182238069,0.638982705811398
77,allages,all_cohorts,dr,oop,Total,spend_per_vol,-1,-1.12485599334174,1.00055087726223
77,allages,all_cohorts,dr,oop,Total,spend_per_vol,0,0.258793290003146,0.710337421593431
77,allages,all_cohorts,dr,oop,Total,spend_per_vol,1,-0.492898363175324,0.839730199909481
77,allages,all_cohorts,dr,oop,Total,spend_per_vol,2,-1.2140946731812,1.13780133809906
77,allages,all_cohorts,dr,oop,Total,spend_per_vol,3,-0.931181648339927,1.81093733739777
77,allages,all_cohorts,dr,oop,Total,spend_per_vol,4,-1.53890000081071,2.11993524050897
78,allages,all_cohorts,dr,oop,Total,vol_per_capita,-6,-1522.19735488005,354.001797885682
78,allages,all_cohorts,dr,oop,Total,vol_per_capita,-5,-442.031759477698,1158.94166705326
78,allages,all_cohorts,dr,oop,Total,vol_per_capita,-4,292.66836266972,886.65035410512
78,allages,all_cohorts,dr,oop,Total,vol_per_capita,-3,-238.98923680213,450.389914451482
78,allages,all_cohorts,dr,oop,Total,vol_per_capita,-2,-61.0069169372552,568.63656131973
78,allages,all_cohorts,dr,oop,Total,vol_per_capita,-1,867.114371222571,454.986035636588
78,allages,all_cohorts,dr,oop,Total,vol_per_capita,0,-518.852861241372,519.212983840831
78,allages,all_cohorts,dr,oop,Total,vol_per_capita,1,-10.8626972614424,726.670076947626
78,allages,all_cohorts,dr,oop,Total,vol_per_capita,2,785.480341717308,828.231378505625
78,allages,all_cohorts,dr,oop,Total,vol_per_capita,3,507.930668519511,1047.78491864043
78,allages,all_cohorts,dr,oop,Total,vol_per_capita,4,759.122566287319,1356.09156076127
79,allages,all_cohorts,dr,priv,AM,spend_per_bene,-6,-96.4661312587397,28.898610691474
79,allages,all_cohorts,dr,priv,AM,spend_per_bene,-5,151.442395596009,68.1413980064084
79,allages,all_cohorts,dr,priv,AM,spend_per_bene,-4,67.9611498465582,81.4944179888838
79,allages,all_cohorts,dr,priv,AM,spend_per_bene,-3,-6.59630007242483,37.5010624840078
79,allages,all_cohorts,dr,priv,AM,spend_per_bene,-2,-15.7362775311912,51.6967277508117
79,allages,all_cohorts,dr,priv,AM,spend_per_bene,-1,-1.98589669482414,39.071158453312
79,allages,all_cohorts,dr,priv,AM,spend_per_bene,0,37.5541618865373,23.9156399004268
79,allages,all_cohorts,dr,priv,AM,spend_per_bene,1,20.0501759062419,35.6572168326618
79,allages,all_cohorts,dr,priv,AM,spend_per_bene,2,49.4430179520511,33.5442760806962
79,allages,all_cohorts,dr,priv,AM,spend_per_bene,3,78.2301316591116,45.0894877500443
79,allages,all_cohorts,dr,priv,AM,spend_per_bene,4,66.2245661372522,52.3813763076733
80,allages,all_cohorts,dr,priv,AM,spend_per_capita,-6,-39.448287563479,12.3886796598876
80,allages,all_cohorts,dr,priv,AM,spend_per_capita,-5,65.9958063635889,27.0574534095358
80,allages,all_cohorts,dr,priv,AM,spend_per_capita,-4,42.8806978045314,57.7666432431662
80,allages,all_cohorts,dr,priv,AM,spend_per_capita,-3,-4.69531220528171,25.5780160227935
80,allages,all_cohorts,dr,priv,AM,spend_per_capita,-2,-1.38767522641758,37.3952836782689
80,allages,all_cohorts,dr,priv,AM,spend_per_capita,-1,-15.1755433177268,22.8660102164757
80,allages,all_cohorts,dr,priv,AM,spend_per_capita,0,4.4274803952392,15.6521481454993
80,allages,all_cohorts,dr,priv,AM,spend_per_capita,1,-26.5737201031882,24.1096881494728
80,allages,all_cohorts,dr,priv,AM,spend_per_capita,2,-17.9083532374125,25.9728001141384
80,allages,all_cohorts,dr,priv,AM,spend_per_capita,3,5.78843327781299,30.8191559927664
80,allages,all_cohorts,dr,priv,AM,spend_per_capita,4,-3.30011592981037,34.1431899942015
81,allages,all_cohorts,dr,priv,AM,spend_per_vol,-6,-0.425461825205336,1.0306107424327
81,allages,all_cohorts,dr,priv,AM,spend_per_vol,-5,3.86110707541042,2.05028065850375
81,allages,all_cohorts,dr,priv,AM,spend_per_vol,-4,5.1090867167829,6.17125226578817
81,allages,all_cohorts,dr,priv,AM,spend_per_vol,-3,-2.73898679179157,2.93856866779156
81,allages,all_cohorts,dr,priv,AM,spend_per_vol,-2,-1.28621153819831,2.31750804270615
81,allages,all_cohorts,dr,priv,AM,spend_per_vol,-1,0.778257736359178,1.82155632964013
81,allages,all_cohorts,dr,priv,AM,spend_per_vol,0,-0.453755853698857,1.18076156908029
81,allages,all_cohorts,dr,priv,AM,spend_per_vol,1,-0.717008082819245,1.55482331106132
81,allages,all_cohorts,dr,priv,AM,spend_per_vol,2,0.122396873540382,2.85727861056492
81,allages,all_cohorts,dr,priv,AM,spend_per_vol,3,8.5334335945754,4.63282205547037
81,allages,all_cohorts,dr,priv,AM,spend_per_vol,4,13.165260838858,7.41678129205126
82,allages,all_cohorts,dr,priv,AM,vol_per_bene,-6,-339.994482145091,96.9053196580836
82,allages,all_cohorts,dr,priv,AM,vol_per_bene,-5,396.875897823146,201.008151338766
82,allages,all_cohorts,dr,priv,AM,vol_per_bene,-4,-47.7445246239612,405.087524438278
82,allages,all_cohorts,dr,priv,AM,vol_per_bene,-3,81.9168562758871,175.487833474529
82,allages,all_cohorts,dr,priv,AM,vol_per_bene,-2,-31.1851267509873,174.973247158436
82,allages,all_cohorts,dr,priv,AM,vol_per_bene,-1,-76.9177549098268,96.3779376899977
82,allages,all_cohorts,dr,priv,AM,vol_per_bene,0,102.026642257628,68.2717787459575
82,allages,all_cohorts,dr,priv,AM,vol_per_bene,1,105.181672477761,116.432573969518
82,allages,all_cohorts,dr,priv,AM,vol_per_bene,2,202.056901101712,131.458504539169
82,allages,all_cohorts,dr,priv,AM,vol_per_bene,3,80.3967067426017,151.573216621661
82,allages,all_cohorts,dr,priv,AM,vol_per_bene,4,-113.719049606668,156.022507666695
83,allages,all_cohorts,dr,priv,AM,vol_per_capita,-6,-137.71184807854,43.6571315603516
83,allages,all_cohorts,dr,priv,AM,vol_per_capita,-5,170.130417967068,94.6090084873818
83,allages,all_cohorts,dr,priv,AM,vol_per_capita,-4,-24.1599195537695,277.346963153161
83,allages,all_cohorts,dr,priv,AM,vol_per_capita,-3,49.528659910526,117.618821955276
83,allages,all_cohorts,dr,priv,AM,vol_per_capita,-2,3.63040184277369,137.472774336998
83,allages,all_cohorts,dr,priv,AM,vol_per_capita,-1,-92.0563692921544,57.1575443815047
83,allages,all_cohorts,dr,priv,AM,vol_per_capita,0,15.681830760825,48.2546000370241
83,allages,all_cohorts,dr,priv,AM,vol_per_capita,1,-31.3683669885166,77.9387100289776
83,allages,all_cohorts,dr,priv,AM,vol_per_capita,2,-8.55351480574568,89.6192776334632
83,allages,all_cohorts,dr,priv,AM,vol_per_capita,3,-81.6358377627835,98.1134728033575
83,allages,all_cohorts,dr,priv,AM,vol_per_capita,4,-195.003324576747,95.6448418196272
84,allages,all_cohorts,dr,priv,ED,spend_per_bene,-6,-6.75806550102123,1.56358916493239
84,allages,all_cohorts,dr,priv,ED,spend_per_bene,-5,6.08694626658971,2.62955899583131
84,allages,all_cohorts,dr,priv,ED,spend_per_bene,-4,2.28181239386349,4.89582728173855
84,allages,all_cohorts,dr,priv,ED,spend_per_bene,-3,-0.0775082542545958,2.02568786702698
84,allages,all_cohorts,dr,priv,ED,spend_per_bene,-2,-0.767288434701462,2.63951428496425
84,allages,all_cohorts,dr,priv,ED,spend_per_bene,-1,0.958567706574348,2.38700617800392
84,allages,all_cohorts,dr,priv,ED,spend_per_bene,0,-0.0371077933057151,1.3236615582931
84,allages,all_cohorts,dr,priv,ED,spend_per_bene,1,-1.18505886749333,1.78343609619784
84,allages,all_cohorts,dr,priv,ED,spend_per_bene,2,0.243170881256334,1.56250526126723
84,allages,all_cohorts,dr,priv,ED,spend_per_bene,3,1.42869883382144,2.50603682040182
84,allages,all_cohorts,dr,priv,ED,spend_per_bene,4,1.76715615949079,2.23254222030087
85,allages,all_cohorts,dr,priv,ED,spend_per_capita,-6,-2.95406710575774,0.675782948166135
85,allages,all_cohorts,dr,priv,ED,spend_per_capita,-5,2.40665639888073,1.25950240865711
85,allages,all_cohorts,dr,priv,ED,spend_per_capita,-4,1.536912235092,3.34285963821703
85,allages,all_cohorts,dr,priv,ED,spend_per_capita,-3,-0.0160259874475249,1.26334809809516
85,allages,all_cohorts,dr,priv,ED,spend_per_capita,-2,-0.178074083058664,1.79151825513703
85,allages,all_cohorts,dr,priv,ED,spend_per_capita,-1,-0.250057889047836,1.48784567883018
85,allages,all_cohorts,dr,priv,ED,spend_per_capita,0,-0.894315031860296,0.889850555604265
85,allages,all_cohorts,dr,priv,ED,spend_per_capita,1,-2.53939556936197,1.37247395727911
85,allages,all_cohorts,dr,priv,ED,spend_per_capita,2,-2.25698279988935,1.45238367562412
85,allages,all_cohorts,dr,priv,ED,spend_per_capita,3,-1.16214414112532,1.50648958371739
85,allages,all_cohorts,dr,priv,ED,spend_per_capita,4,-1.06298194979509,1.45661283779444
86,allages,all_cohorts,dr,priv,ED,spend_per_vol,-6,31.8712179953868,11.6960687329136
86,allages,all_cohorts,dr,priv,ED,spend_per_vol,-5,28.4838886368899,39.4383238951687
86,allages,all_cohorts,dr,priv,ED,spend_per_vol,-4,40.2182954192778,13.5234278539384
86,allages,all_cohorts,dr,priv,ED,spend_per_vol,-3,-8.52431177137138,16.1711282020492
86,allages,all_cohorts,dr,priv,ED,spend_per_vol,-2,-2.3780540306174,10.3216090680243
86,allages,all_cohorts,dr,priv,ED,spend_per_vol,-1,-12.7136888108785,12.0453725563384
86,allages,all_cohorts,dr,priv,ED,spend_per_vol,0,-28.2410368186286,11.4111204099296
86,allages,all_cohorts,dr,priv,ED,spend_per_vol,1,-34.6460741560828,12.1914727891957
86,allages,all_cohorts,dr,priv,ED,spend_per_vol,2,-15.2473182421393,15.4055345243199
86,allages,all_cohorts,dr,priv,ED,spend_per_vol,3,-4.21288509508932,26.9913099720377
86,allages,all_cohorts,dr,priv,ED,spend_per_vol,4,-1.13034857510296,35.737932448322
87,allages,all_cohorts,dr,priv,ED,vol_per_bene,-6,-11.4330303456165,1.64968025095386
87,allages,all_cohorts,dr,priv,ED,vol_per_bene,-5,5.86355589653934,6.73773690909036
87,allages,all_cohorts,dr,priv,ED,vol_per_bene,-4,-2.98882204771319,4.27159819957066
87,allages,all_cohorts,dr,priv,ED,vol_per_bene,-3,0.91045131082196,2.19292978605883
87,allages,all_cohorts,dr,priv,ED,vol_per_bene,-2,-0.356229552594189,2.13891800186064
87,allages,all_cohorts,dr,priv,ED,vol_per_bene,-1,0.819613801156659,1.31314835724882
87,allages,all_cohorts,dr,priv,ED,vol_per_bene,0,1.27672983714851,1.50011616014963
87,allages,all_cohorts,dr,priv,ED,vol_per_bene,1,1.98372434445047,1.53541108127737
87,allages,all_cohorts,dr,priv,ED,vol_per_bene,2,0.854365261834,1.71535328442433
87,allages,all_cohorts,dr,priv,ED,vol_per_bene,3,0.881079507152473,3.57331956556829
87,allages,all_cohorts,dr,priv,ED,vol_per_bene,4,-0.0354668194086867,4.06350059687908
88,allages,all_cohorts,dr,priv,ED,vol_per_capita,-6,-5.48548960922712,0.842810986502677
88,allages,all_cohorts,dr,priv,ED,vol_per_capita,-5,2.2864750894417,4.13616818460424
88,allages,all_cohorts,dr,priv,ED,vol_per_capita,-4,-1.92937317096747,2.69352457090619
88,allages,all_cohorts,dr,priv,ED,vol_per_capita,-3,0.712756510203827,1.50810023945484
88,allages,all_cohorts,dr,priv,ED,vol_per_capita,-2,0.271830650188972,1.59556636656882
88,allages,all_cohorts,dr,priv,ED,vol_per_capita,-1,-0.131828387175536,0.862940142074851
88,allages,all_cohorts,dr,priv,ED,vol_per_capita,0,0.0550389472144493,0.973235990817573
88,allages,all_cohorts,dr,priv,ED,vol_per_capita,1,-0.211295198851766,0.974199582167107
88,allages,all_cohorts,dr,priv,ED,vol_per_capita,2,-1.51564647862108,1.19972719490998
88,allages,all_cohorts,dr,priv,ED,vol_per_capita,3,-1.48224073578258,1.98937266706651
88,allages,all_cohorts,dr,priv,ED,vol_per_capita,4,-1.94126731758347,2.40306451913765
89,allages,all_cohorts,dr,priv,IP,spend_per_bene,-6,-63.2454017219081,13.0025852164095
89,allages,all_cohorts,dr,priv,IP,spend_per_bene,-5,51.3532964834159,24.2910665278222
89,allages,all_cohorts,dr,priv,IP,spend_per_bene,-4,6.50805333204773,40.2383623199575
89,allages,all_cohorts,dr,priv,IP,spend_per_bene,-3,3.28883704560913,16.5555294871084
89,allages,all_cohorts,dr,priv,IP,spend_per_bene,-2,-7.42904907148149,21.1019241309724
89,allages,all_cohorts,dr,priv,IP,spend_per_bene,-1,6.26725306498143,20.0635286117638
89,allages,all_cohorts,dr,priv,IP,spend_per_bene,0,-0.912022883394604,11.9909122498578
89,allages,all_cohorts,dr,priv,IP,spend_per_bene,1,-11.3285782489248,14.9611355104886
89,allages,all_cohorts,dr,priv,IP,spend_per_bene,2,-6.61783575925502,14.6684777843846
89,allages,all_cohorts,dr,priv,IP,spend_per_bene,3,-0.346102420888752,23.2541629199173
89,allages,all_cohorts,dr,priv,IP,spend_per_bene,4,-4.67253453081766,21.8531403329566
90,allages,all_cohorts,dr,priv,IP,spend_per_capita,-6,-28.223855609134,5.70898963945573
90,allages,all_cohorts,dr,priv,IP,spend_per_capita,-5,19.9896699098005,12.8530461273549
90,allages,all_cohorts,dr,priv,IP,spend_per_capita,-4,4.88765374663283,23.5963199909065
90,allages,all_cohorts,dr,priv,IP,spend_per_capita,-3,2.87370534250952,11.8840646256872
90,allages,all_cohorts,dr,priv,IP,spend_per_capita,-2,-1.89076744186585,15.358844258162
90,allages,all_cohorts,dr,priv,IP,spend_per_capita,-1,-2.65349905329841,12.0500449131198
90,allages,all_cohorts,dr,priv,IP,spend_per_capita,0,-8.57963863685856,7.95258057370588
90,allages,all_cohorts,dr,priv,IP,spend_per_capita,1,-22.9031066045592,11.1023357602
90,allages,all_cohorts,dr,priv,IP,spend_per_capita,2,-25.0194694305934,11.7012724074699
90,allages,all_cohorts,dr,priv,IP,spend_per_capita,3,-17.7625762779416,13.6552998014447
90,allages,all_cohorts,dr,priv,IP,spend_per_capita,4,-20.9129870043291,14.561014930204
91,allages,all_cohorts,dr,priv,IP,spend_per_vol,-6,-132.188962480324,42.4118019866524
91,allages,all_cohorts,dr,priv,IP,spend_per_vol,-5,97.0860980820902,119.913137814069
91,allages,all_cohorts,dr,priv,IP,spend_per_vol,-4,-9.21331120618369,212.187012886339
91,allages,all_cohorts,dr,priv,IP,spend_per_vol,-3,-43.1289556421029,63.7129089026741
91,allages,all_cohorts,dr,priv,IP,spend_per_vol,-2,2.42322742322697,70.0580564427701
91,allages,all_cohorts,dr,priv,IP,spend_per_vol,-1,15.9811580672479,56.6764133076963
91,allages,all_cohorts,dr,priv,IP,spend_per_vol,0,55.8284488509833,54.6415503929382
91,allages,all_cohorts,dr,priv,IP,spend_per_vol,1,52.8968836005306,62.300152033459
91,allages,all_cohorts,dr,priv,IP,spend_per_vol,2,70.7578494166831,115.994288708821
91,allages,all_cohorts,dr,priv,IP,spend_per_vol,3,314.362730087721,151.270333971212
91,allages,all_cohorts,dr,priv,IP,spend_per_vol,4,669.00535159539,294.50040190055
92,allages,all_cohorts,dr,priv,IP,vol_per_bene,-6,-3.2334316309181,0.825132986210197
92,allages,all_cohorts,dr,priv,IP,vol_per_bene,-5,2.59843081180716,1.42473025831235
92,allages,all_cohorts,dr,priv,IP,vol_per_bene,-4,-0.246977030722692,2.15915348856267
92,allages,all_cohorts,dr,priv,IP,vol_per_bene,-3,0.462448471412849,1.0334666885572
92,allages,all_cohorts,dr,priv,IP,vol_per_bene,-2,-0.246220535613273,1.21411298301284
92,allages,all_cohorts,dr,priv,IP,vol_per_bene,-1,-0.0670352739784592,0.916430473765159
92,allages,all_cohorts,dr,priv,IP,vol_per_bene,0,-0.264593273686867,0.703163818828361
92,allages,all_cohorts,dr,priv,IP,vol_per_bene,1,-0.50928299563545,0.703419810732733
92,allages,all_cohorts,dr,priv,IP,vol_per_bene,2,-0.695229770608077,0.883866329819399
92,allages,all_cohorts,dr,priv,IP,vol_per_bene,3,-1.23345844681232,1.63176514788107
92,allages,all_cohorts,dr,priv,IP,vol_per_bene,4,-2.75207834320664,1.69850758069554
93,allages,all_cohorts,dr,priv,IP,vol_per_capita,-6,-1.42369265564875,0.373663226652793
93,allages,all_cohorts,dr,priv,IP,vol_per_capita,-5,1.05867998743635,0.728706699756088
93,allages,all_cohorts,dr,priv,IP,vol_per_capita,-4,-0.114226755088172,1.51782170192021
93,allages,all_cohorts,dr,priv,IP,vol_per_capita,-3,0.290147061850083,0.736151211884915
93,allages,all_cohorts,dr,priv,IP,vol_per_capita,-2,0.0156568105489775,0.844230824159079
93,allages,all_cohorts,dr,priv,IP,vol_per_capita,-1,-0.345335065284508,0.565337631731143
93,allages,all_cohorts,dr,priv,IP,vol_per_capita,0,-0.540271764089836,0.498696339354788
93,allages,all_cohorts,dr,priv,IP,vol_per_capita,1,-1.04776933759761,0.507957877693572
93,allages,all_cohorts,dr,priv,IP,vol_per_capita,2,-1.45804041431804,0.666382504474052
93,allages,all_cohorts,dr,priv,IP,vol_per_capita,3,-1.72474285463563,0.946680523869551
93,allages,all_cohorts,dr,priv,IP,vol_per_capita,4,-2.49637473768165,1.10284643597114
94,allages,all_cohorts,dr,priv,NF,spend_per_bene,-6,-0.947395981178995,1.64345835805937
94,allages,all_cohorts,dr,priv,NF,spend_per_bene,-5,8.68968753584885,9.48022308367334
94,allages,all_cohorts,dr,priv,NF,spend_per_bene,-4,0.178881061181082,2.4090761926523
94,allages,all_cohorts,dr,priv,NF,spend_per_bene,-3,-3.24106909649006,2.32746960229978
94,allages,all_cohorts,dr,priv,NF,spend_per_bene,-2,-0.0482753332678536,2.65533330058596
94,allages,all_cohorts,dr,priv,NF,spend_per_bene,-1,0.0516069786482089,2.56480010727267
94,allages,all_cohorts,dr,priv,NF,spend_per_bene,0,6.89375380243855,2.01540668061792
94,allages,all_cohorts,dr,priv,NF,spend_per_bene,1,11.9363381225394,3.53340463516696
94,allages,all_cohorts,dr,priv,NF,spend_per_bene,2,14.333855022809,4.67935937796736
94,allages,all_cohorts,dr,priv,NF,spend_per_bene,3,19.7998134685285,6.05244735418336
94,allages,all_cohorts,dr,priv,NF,spend_per_bene,4,17.4142578373654,7.82993137835326
95,allages,all_cohorts,dr,priv,NF,spend_per_capita,-6,0.200179489746009,0.784698750182061
95,allages,all_cohorts,dr,priv,NF,spend_per_capita,-5,4.1139578742445,4.62276331354869
95,allages,all_cohorts,dr,priv,NF,spend_per_capita,-4,0.147889472055027,1.7663694996715
95,allages,all_cohorts,dr,priv,NF,spend_per_capita,-3,-1.96355565774883,1.40366838635055
95,allages,all_cohorts,dr,priv,NF,spend_per_capita,-2,0.323784728654122,1.8551994690671
95,allages,all_cohorts,dr,priv,NF,spend_per_capita,-1,-0.78191063957303,1.66306307558095
95,allages,all_cohorts,dr,priv,NF,spend_per_capita,0,3.55564279494196,1.24870858547367
95,allages,all_cohorts,dr,priv,NF,spend_per_capita,1,5.84637732157921,2.35994976844754
95,allages,all_cohorts,dr,priv,NF,spend_per_capita,2,7.23915501268368,3.28437048858804
95,allages,all_cohorts,dr,priv,NF,spend_per_capita,3,10.9435646348387,4.09934666904044
95,allages,all_cohorts,dr,priv,NF,spend_per_capita,4,9.03258991376277,4.98001283350602
96,allages,all_cohorts,dr,priv,NF,spend_per_vol,-6,186.948794066536,43.5949875292453
96,allages,all_cohorts,dr,priv,NF,spend_per_vol,-5,-174.076584126932,134.417241585587
96,allages,all_cohorts,dr,priv,NF,spend_per_vol,-4,143.381056771347,447.285473100258
96,allages,all_cohorts,dr,priv,NF,spend_per_vol,-3,-159.496745163327,121.337597721667
96,allages,all_cohorts,dr,priv,NF,spend_per_vol,-2,-62.6354215066733,80.9015020483391
96,allages,all_cohorts,dr,priv,NF,spend_per_vol,-1,135.313084741315,47.6492716400224
96,allages,all_cohorts,dr,priv,NF,spend_per_vol,0,24.7217669536337,45.2195735312667
96,allages,all_cohorts,dr,priv,NF,spend_per_vol,1,40.0312425156209,40.5844106072716
96,allages,all_cohorts,dr,priv,NF,spend_per_vol,2,-6.94646513488586,95.2234318995768
96,allages,all_cohorts,dr,priv,NF,spend_per_vol,3,12.3287238161042,89.0973844465281
96,allages,all_cohorts,dr,priv,NF,spend_per_vol,4,111.049880391534,111.60387649312
97,allages,all_cohorts,dr,priv,NF,vol_per_bene,-6,-1.20194997522149,0.494596545160632
97,allages,all_cohorts,dr,priv,NF,vol_per_bene,-5,3.26102665047376,1.84262751407745
97,allages,all_cohorts,dr,priv,NF,vol_per_bene,-4,0.486639562691066,1.94337877393663
97,allages,all_cohorts,dr,priv,NF,vol_per_bene,-3,-0.193002582008816,1.01518834617692
97,allages,all_cohorts,dr,priv,NF,vol_per_bene,-2,0.194460755987103,1.33108684493102
97,allages,all_cohorts,dr,priv,NF,vol_per_bene,-1,-1.07893972582362,0.688052150924032
97,allages,all_cohorts,dr,priv,NF,vol_per_bene,0,1.42138349501073,0.756724676603095
97,allages,all_cohorts,dr,priv,NF,vol_per_bene,1,2.46577965275142,0.895741075426764
97,allages,all_cohorts,dr,priv,NF,vol_per_bene,2,3.32952428691571,1.16671631545803
97,allages,all_cohorts,dr,priv,NF,vol_per_bene,3,4.53910252496319,1.52876630351056
97,allages,all_cohorts,dr,priv,NF,vol_per_bene,4,3.10732515516957,1.86048142278387
98,allages,all_cohorts,dr,priv,NF,vol_per_capita,-6,-0.465186828626716,0.255573161838957
98,allages,all_cohorts,dr,priv,NF,vol_per_capita,-5,1.63190684574066,1.03926678193916
98,allages,all_cohorts,dr,priv,NF,vol_per_capita,-4,0.301774417022979,1.18967762661464
98,allages,all_cohorts,dr,priv,NF,vol_per_capita,-3,-0.0975590476352794,0.649914532959087
98,allages,all_cohorts,dr,priv,NF,vol_per_capita,-2,0.2485310135844,0.914233598118484
98,allages,all_cohorts,dr,priv,NF,vol_per_capita,-1,-0.928918709839215,0.43951551966117
98,allages,all_cohorts,dr,priv,NF,vol_per_capita,0,0.644056209572681,0.47834943791707
