outcome,payer,toc,att,se,pre_p,base,pct,pct_se,t,p
vol_per_bene,mdcd,NF,-7.92801166050459,7.73261741948328,0.17284,75.9895456353885,-10.4330294308438,10.1758963747274,-1.02526883594797,0.305236356133132
vol_per_bene,mdcd,RX,-2143.86187824769,1329.19694150818,0.2463,5677.99646485215,-37.7573654988796,23.4096119949379,-1.61290009877329,0.106766213744634
vol_per_bene,mdcd,Total,-2672.61700804312,1196.83441327455,0.18051,17371.3491147787,-15.3852011745558,6.88970330034037,-2.23307165836818,0.0255442192441685
vol_per_bene,mdcr,AM,172.793819313631,167.96804375536,0.31779,15506.0485693502,1.11436397571449,1.083242084559,1.02873031947255,0.303606418308203
vol_per_bene,mdcr,ED,11.6225287900682,10.1400972769824,0.91212,555.476375150897,2.09235339431149,1.82547768556813,1.14619499917924,0.25171447661442
vol_per_bene,mdcr,IP,4.20987986159557,2.62473640918268,0.61991,282.384832880463,1.4908307286382,0.929489159318184,1.60392481578998,0.108730626054652
vol_per_bene,mdcr,NF,2.90802042750207,3.84401031206411,0.10282,90.8355271883816,3.20141305666801,4.23183574868466,0.756506926731047,0.449345320997203
vol_per_bene,mdcr,RX,777.257547452188,402.908395524269,0.01117,36752.4726171074,2.11484423252218,1.09627561585265,1.92911727848413,0.0537163044363767
vol_per_bene,mdcr,Total,438.203339784251,458.941456832141,0.03224,40331.6568376302,1.086499722906,1.13791867931382,0.954813153749422,0.339672194278448
vol_per_bene,priv,AM,331.31738658907,219.841367561441,0.00993,7560.65619972184,4.38212474998215,2.90770221200548,1.50707480700362,0.131791483507416
vol_per_bene,priv,ED,3.74346299692541,3.22904876981945,0.10288,99.6099627917391,3.75812106741984,3.24169257704736,1.15930828667377,0.246330545181301
vol_per_bene,priv,IP,1.74187675126205,1.83959313746232,0.33545,56.3743985138029,3.08983651654494,3.26317120175022,0.946881522761567,0.343699154296241
vol_per_bene,priv,NF,1.87136649669673,2.05908194677126,0.05313,33.7285158818744,5.54832149523186,6.10486970130164,0.908835366961048,0.363437034840599
vol_per_bene,priv,RX,174.593752921291,236.43024968822,0.06774,7819.47297625439,2.23280716554024,3.02360850157285,0.738457761439273,0.460236325458532
vol_per_bene,priv,Total,503.095742050642,371.636808163643,0.02408,15250.2997665215,3.29892362611173,2.43691477448519,1.35372958490461,0.175822665832114
